chromosome,chromStart,chromEnd,strand,symbol,GeneID,feature_interval_length
chr19,25610246,25623921,+,Dmrt3,240590,13676
chr19,25672394,25679013,+,Dmrt2,226049,6620
chr19,26605073,26778321,+,Smarca2,67155,173249
chr19,26885925,26888647,+,Gm815,329047,2723
chr19,27216480,27254231,+,Vldlr,22359,37752
chr19,27322061,27337179,+,Kcnv2,240595,15119
chr19,27388698,27429908,-,Pum3,52874,41211
chr19,27761721,28014669,-,Rfx3,19726,252949
chr19,28258851,28680265,-,Glis3,226075,421415
chr19,28835135,28913960,+,Slc1a1,20510,78826
chr19,28917638,28967887,-,4430402I18Rik,381218,50250
chr19,28963920,28966801,+,Plpp6,74411,2882
chr19,28988447,29026680,+,Cdc37l1,67072,38234
chr19,28995053,29048080,-,Ak3,56248,53028
chr19,29101375,29143851,+,Rcl1,59028,42477
chr19,29251803,29313095,+,Jak2,16452,61293
chr19,29321354,29325318,-,Insl6,27356,3965
chr19,29331755,29334670,-,Rln1,19773,2916
chr19,29348599,29367292,-,Plgrkt,67759,18694
chr19,29362107,29388095,+,Cd274,60533,25989
chr19,29410919,29472927,+,Pdcd1lg2,58205,62009
chr19,29522216,29605921,+,Ric1,226089,83706
chr19,29609876,29648415,-,Ermp1,226090,38540
chr19,29697541,29708447,+,Mlana,77836,10907
chr19,29714402,29806548,-,9930021J03Rik,240613,92147
chr19,29808108,29812974,-,Ranbp6,240614,4867
chr19,29925113,29960718,+,Il33,77125,35606
chr19,30003790,30006020,+,Trpd52l3,66745,2231
chr19,30030430,30093726,+,Uhrf2,109113,63297
chr19,30098441,30175441,-,Gldc,104174,77001
chr19,30232906,30239687,+,Mbl2,17195,6782
chr19,30545876,30549496,-,Dkk1,13380,3621
chr19,30564487,31765268,-,Prkg1,19091,1200782
chr19,31082841,31086592,+,Cstf2t,83410,3752
chr19,31868756,31952365,+,A1cf,69865,83610
chr19,31984646,32103140,-,Asah2,54447,118495
chr19,32122727,32389885,-,Sgms1,208449,267159
chr19,32485769,32515370,+,Minpp1,17330,29602
chr19,32595669,32667187,+,Papss2,23972,71519
chr19,32672558,32739787,-,Atad1,67979,67230
chr19,32757577,32826160,+,Pten,19211,68584
chr19,33499049,33517770,-,Lipo4,628236,18722
chr19,33555160,33590669,-,Lipo3,381236,35510
chr19,33613149,33625249,-,Gm8978,668106,12101
chr19,33719670,33762022,-,Lipo2,101055671,42353
chr19,33776037,33787452,-,Lipo1,329055,11416
chr19,33961248,33976813,+,Lipf,67717,15566
chr19,34008254,34047903,+,Lipk,240633,39650
chr19,34067058,34085946,+,Lipn,70166,18889
chr19,34100943,34122687,+,Lipm,78753,21745
chr19,34122549,34166041,-,Ankrd22,52024,43493
chr19,34190378,34240333,+,Stambpl1,76630,49956
chr19,34240336,34255585,-,Acta2,11475,15250
chr19,34290647,34327775,+,Fas,14102,37129
chr19,34473783,34475148,-,Ch25h,12642,1366
chr19,34492316,34527474,-,Lipa,16889,35159
chr19,34550550,34576534,+,Ifit2,15958,25985
chr19,34583119,34588982,+,Ifit3,15959,5864
chr19,34592888,34662981,-,Ifit1bl1,667373,70094
chr19,34607530,34613403,+,Ifit3b,667370,5874
chr19,34617046,34640827,-,Ifit1bl2,112419,23782
chr19,34640889,34650009,+,Ifit1,15957,9121
chr19,34668401,34747493,-,Slc16a12,240638,79093
chr19,34806935,34883423,-,Pank1,75735,76489
chr19,34922335,34975750,+,Kif20b,240641,53416
chr19,35958415,36058133,-,Htr7,15566,99719
chr19,36083689,36104773,+,Rpp30,54364,21085
chr19,36111965,36119844,-,Ankrd1,107765,7880
chr19,36348329,36460970,+,Pcgf5,76073,112642
chr19,36554126,36621135,+,Hectd2,226098,67010
chr19,36731731,36736604,-,Ppp1r3c,53412,4874
chr19,36834129,36893477,+,Tnks2,74493,59349
chr19,36917550,36919599,-,Fgfbp3,72514,2050
chr19,36926079,37014057,+,Btaf1,107182,87979
chr19,37019341,37207620,-,Cpeb3,208922,188280
chr19,37207468,37224457,+,March5,69104,16990
chr19,37268741,37334544,-,Ide,15925,65804
chr19,37376382,37421863,+,Kif11,16551,45482
chr19,37434841,37440731,+,Hhex,15242,5891
chr19,37536763,37684052,+,Exoc6,107371,147290
chr19,37685112,37693320,+,Cyp26c1,546726,8209
chr19,37697738,37701536,+,Cyp26a1,13082,3799
chr19,37899036,38043577,-,Myof,226101,144542
chr19,38054970,38074425,+,Cep55,74107,19456
chr19,38097079,38114263,+,Ffar4,107221,17185
chr19,38116620,38125321,-,Rbp4,19662,8702
chr19,38132781,38183955,+,Pde6c,110855,51175
chr19,38188477,38224630,-,Fra10ac1,70567,36154
chr19,38264687,38308939,+,Lgi1,56839,44253
chr19,38379292,38381215,+,Gm41844,105246572,1924
chr19,38395980,38405607,+,Slc35g1,240660,9628
chr19,38481034,38785105,+,Plce1,74055,304072
chr19,38788121,38820310,-,Noc3l,57753,32190
chr19,38836579,38919670,+,Tbc1d12,209478,83092
chr19,38930262,38970470,+,Hells,15201,40209
chr19,39006940,39042690,+,Cyp2c55,72082,35751
chr19,39061006,39093948,+,Cyp2c65,72303,32943
chr19,39113898,39186756,+,Cyp2c66,69888,72859
chr19,39287044,39330713,+,Cyp2c29,13095,43670
chr19,39347336,39569572,+,Cyp2c39,13098,222237
chr19,39389556,39463103,-,Cyp2c38,13097,73548
chr19,39608844,39649079,-,Cyp2c67,545288,40236
chr19,39688836,39741101,-,Cyp2c68,433247,52266
chr19,39767073,39812814,-,Cyp2c40,13099,45742
chr19,39842660,39886769,-,Cyp2c69,100043108,44110
chr19,39992424,40012243,+,Cyp2c37,13096,19820
chr19,40037939,40073845,-,Cyp2c54,404195,35907
chr19,40089679,40113955,+,Cyp2c50,107141,24277
chr19,40153361,40187286,-,Cyp2c70,226105,33926
chr19,40222239,40271616,-,Pdlim1,54132,49378
chr19,40292040,40513955,-,Sorbs1,20411,221916
chr19,40550257,40588463,-,Aldh18a1,56454,38207
chr19,40596446,40612324,-,Tctn3,67590,15879
chr19,40612366,40741602,+,Entpd1,12495,129237
chr19,40748753,40829778,+,Cc2d2b,668310,81026
chr19,40830959,40848572,+,Ccnj,240665,17614
chr19,40894031,40917947,+,Zfp518a,72672,23917
chr19,40928927,40994221,-,Blnk,17060,65295
chr19,41029275,41059525,+,Dntt,21673,30251
chr19,41061959,41077113,-,Opalin,226115,15155
chr19,41080940,41210848,-,Tll2,24087,129909
chr19,41210842,41264004,-,Tm9sf3,107358,53163
chr19,41272541,41385102,-,Pik3ap1,83490,112562
chr19,41482682,41596161,+,Lcor,212391,113480
chr19,41525252,41526961,+,Morf4l1b,627352,1710
chr19,41597824,41747275,-,Slit1,20562,149452
chr19,41766588,41802084,-,Arhgap19,71085,35497
chr19,41829970,41832583,+,Frat1,14296,2614
chr19,41845972,41848132,-,Frat2,212398,2161
chr19,41859483,41896153,-,Rrp12,107094,36671
chr19,41911871,41918665,+,Pgam1,18648,6795
chr19,41922978,41933423,-,Exosc1,66583,10446
chr19,41933445,41944104,+,Zdhhc16,74168,10660
chr19,41943707,41981207,-,Mms19,72199,37501
chr19,41981763,42034650,+,Ubtd1,226122,52888
chr19,42035917,42045111,+,Ankrd2,56642,9195
chr19,42045559,42071689,+,Hoga1,67432,26131
chr19,42052228,42053628,+,4933411K16Rik,66765,1401
chr19,42074939,42086376,-,Morn4,226123,11438
chr19,42090148,42122218,+,Pi4k2a,84095,32071
chr19,42123275,42128993,-,Avpi1,69534,5719
chr19,42147389,42151703,+,Marveld1,277010,4315
chr19,42170567,42194593,+,Zfyve27,319740,24027
chr19,42197971,42202252,-,Sfrp5,54612,4282
chr19,42247578,42270348,+,Golga7b,71146,22771
chr19,42283035,42432966,-,Crtac1,72832,149932
chr19,42517980,42592274,+,R3hcc1l,52013,74295
chr19,42592279,42612806,-,Loxl4,67573,20528
chr19,42725857,42752823,-,Pyroxd2,74580,26967
chr19,42755190,42780015,-,Hps1,192236,24826
chr19,42786541,43388476,-,Hpse2,545291,601936
chr19,43439069,43497213,+,Cnnm1,83674,58145
chr19,43499752,43524605,-,Got1,14718,24854
chr19,43612325,43615892,+,Nkx2-3,18089,3568
chr19,43663801,43675006,-,Slc25a28,246696,11206
chr19,43689689,43733853,+,Entpd7,93685,44165
chr19,43733254,43753000,-,Cox15,226139,19747
chr19,43753023,43768638,+,Cutc,66388,15616
chr19,43782308,43838332,+,Abcc2,12780,56025
chr19,43846815,43940232,-,Dnmbp,71972,93418
chr19,43956307,43986551,-,Cpn1,93721,30245
chr19,44005022,44029256,-,Cyp2c23,226143,24235
chr19,44034943,44070164,-,Erlin1,226144,35222
chr19,44073334,44107505,-,Chuk,12675,34172
chr19,44108637,44135876,-,Cwf19l1,72502,27240
chr19,44139246,44146470,-,Bloc1s2,73689,7225
chr19,44147637,44248328,-,Pkd2l1,329064,100692
chr19,44203288,44244016,+,Scd3,30049,40729
chr19,44293676,44306864,+,Scd2,20250,13189
chr19,44333326,44346743,+,Scd4,329065,13418
chr19,44394450,44407709,-,Scd1,20249,13260
chr19,44493472,44514273,+,Wnt8b,22423,20802
chr19,44516957,44545848,-,Sec31b,240667,28892
chr19,44548571,44555442,-,Ndufb8,67264,6872
chr19,44562854,44576274,+,Hif1an,319594,13421
chr19,44746601,44838269,+,Pax2,18504,91669
chr19,44918506,44983786,+,Slf2,226151,65281
chr19,44988743,45003397,+,Sema4g,26456,14655
chr19,45005014,45006442,-,Mrpl43,94067,1429
chr19,45005663,45012764,+,Twnk,226153,7102
chr19,45015176,45027115,+,Lzts2,226154,11940
chr19,45026907,45058633,-,Pdzd7,100503041,31727
chr19,45046773,45056383,+,Sfxn3,94280,9611
chr19,45074962,45079289,+,Kazald1,107250,4328
chr19,45150092,45156943,+,Tlx1,21908,6852
chr19,45232684,45236841,-,Lbx1,16814,4158
chr19,45363688,45533343,+,Btrc,12234,169656
chr19,45552275,45560564,-,Poll,56626,8290
chr19,45560583,45578289,+,Dpcd,226162,17707
chr19,45578254,45660520,-,Fbxw4,30838,82267
chr19,45736798,45742941,-,Fgf8,14179,6144
chr19,45747734,45749565,-,Npm3,18150,1832
chr19,45750255,45783644,-,Oga,76055,33390
chr19,45792346,45816422,-,Kcnip2,80906,24077
chr19,45817362,45998632,-,Armh3,71617,181271
chr19,46003478,46006173,+,Hps6,20170,2696
chr19,46031525,46048145,-,Ldb1,16825,16621
chr19,46056526,46072909,+,Pprc1,226169,16384
chr19,46075847,46085543,+,Nolc1,70769,9697
chr19,46131862,46135694,+,Elovl3,12686,3833
chr19,46135281,46148325,-,Pitx3,18742,13045
chr19,46152509,46286510,+,Gbf1,107338,134002
chr19,46300994,46312400,+,Nfkb2,18034,11407
chr19,46312085,46328127,-,Psd,73728,16043
chr19,46328184,46330446,+,Fbxl15,68431,2263
chr19,46329812,46338672,-,Cuedc2,67116,8861
chr19,46356877,46375254,+,Mfsd13a,75146,18378
chr19,46376813,46395741,-,Actr1a,54130,18929
chr19,46396896,46488804,+,Sufu,24069,91909
chr19,46501648,46516805,+,Trim8,93679,15158
chr19,46531109,46573182,-,Arl3,56350,42074
chr19,46573325,46596901,+,Sfxn2,94279,23577
chr19,46599106,46657389,+,Wbp1l,226178,58284
chr19,46667165,46673000,-,Cyp17a1,13074,5836
chr19,46689906,46703382,+,Borcs7,66439,13477
chr19,46707157,46741099,+,As3mt,57344,33943
chr19,46756834,46878580,+,Cnnm2,94219,121747
chr19,46885390,47015189,-,Nt5c2,76952,129800
chr19,47014681,47025327,+,Ina,226180,10647
chr19,47033617,47050939,-,Pcgf6,71041,17323
chr19,47067748,47083479,+,Taf5,226182,15732
chr19,47083471,47090647,-,Atp5md,66477,7177
chr19,47090735,47131146,+,Pdcd11,18572,40412
chr19,47132232,47138294,-,Calhm2,72691,6063
chr19,47141035,47144174,-,Calhm1,546729,3140
chr19,47178820,47259441,+,Neurl1a,18011,80622
chr19,47260174,47464612,-,Sh3pxd2a,14218,204439
chr19,47501031,47545845,-,Stn1,108689,44815
chr19,47580019,47645246,+,Slk,20874,65228
chr19,47646341,47692042,-,Col17a1,12821,45702
chr19,47731714,47735588,+,Sfr1,67788,3875
chr19,47736857,47837454,-,Cfap43,100048534,100598
chr19,47854973,47864790,+,Gsto1,14873,9818
chr19,47865438,47886308,+,Gsto2,68214,20871
chr19,47894590,47919323,-,Itprip,414801,24734
chr19,47937712,48035379,+,Cfap58,381229,97668
chr19,48206025,48805505,+,Sorcs3,66673,599481
chr19,50143295,50679129,-,Sorcs1,58178,535835
chr19,52264297,52265015,+,Ins1,16333,719
chr19,52931279,53038662,-,Xpnpep1,170750,107384
chr19,53140443,53247326,+,Add3,27360,106884
chr19,53310128,53373293,+,Mxi1,17859,63166
chr19,53379214,53390701,-,Smndc1,76479,11488
chr19,53529145,53541809,+,Dusp5,240672,12665
chr19,53600396,53645831,+,Smc3,13006,45436
chr19,53660989,53867083,+,Rbm20,73713,206095
chr19,53871785,53904604,-,Gm30990,102633075,32820
chr19,53892231,53937592,+,Pdcd4,18569,45362
chr19,53929656,53944627,-,Bbip1,100503572,14972
chr19,53944232,54033280,+,Shoc2,56392,89049
chr19,54045259,54048982,+,Adra2a,11551,3724
chr19,55067635,55127319,-,Gpam,14732,59685
chr19,55180726,55196313,+,Tectb,21684,15588
chr19,55198099,55241252,-,Gucy2g,73707,43154
chr19,55251861,55296628,+,Acsl5,433256,44768
chr19,55298216,55316036,-,Zdhhc6,66980,17821
chr19,55316030,55627461,+,Vti1a,53611,311432
chr19,55741797,55933659,+,Tcf7l2,21416,191863
chr19,56287109,56320820,+,Habp2,226243,33712
chr19,56320037,56390062,-,Nrap,18175,70026
chr19,56396833,56442348,+,Casp7,12369,45516
chr19,56457275,56486729,+,Plekhs1,226245,29455
chr19,56529161,56548284,-,Dclre1a,55947,19124
chr19,56548250,56603503,+,Nhlrc2,66866,55254
chr19,56722117,56725150,+,Adrb1,11554,3034
chr19,56787485,56822199,-,Ccdc186,213993,34715
chr19,56826171,56870012,+,Tdrd1,83561,43842
chr19,56874416,56912078,+,Vwa2,240675,37663
chr19,56912354,57028589,-,Afap1l2,226250,116236
chr19,57032733,57315344,-,Ablim1,226251,282612
chr19,57360923,57389594,+,Fam160b1,226252,28672
chr19,57452892,57491005,+,Trub1,72133,38114
chr19,57610960,58133343,+,Atrnl1,226255,522384
chr19,58235581,58455946,-,Gfra1,14585,220366
chr19,58277959,58294578,-,Gm46650,108168411,16620
chr19,58512002,58553104,+,Ccdc172,75645,41103
chr19,58670365,58681799,+,Pnlip,69060,11435
chr19,58728887,58744169,+,Pnliprp1,18946,15283
chr19,58759723,58777534,+,Pnliprp2,18947,17812
chr19,58785801,58794414,-,1700019N19Rik,67507,8614
chr19,58795750,58943672,-,Hspa12a,73442,147923
chr19,58934058,58971421,+,Eno4,226265,37364
chr19,58973358,59076124,-,Shtn1,71653,102767
chr19,59164480,59170397,-,Vax1,22326,5918
chr19,59219648,59237370,+,Kcnk18,332396,17723
chr19,59260878,59296012,+,Slc18a2,214084,35135
chr19,59296084,59345780,-,Pdzd8,107368,49697
chr19,59458690,59465357,+,Emx2,13797,6668
chr19,59893502,59943656,-,Rab11fip2,74998,50155
chr19,60197148,60226705,-,Fam204a,76539,29558
chr19,60465641,60468933,-,Prlhr,226278,3293
chr19,60524696,60581023,-,Cacul1,78832,56328
chr19,60755987,60759914,+,Nanos1,332397,3928
chr19,60761116,60790693,-,Eif3a,13669,29578
chr19,60811555,60836235,+,Fam45a,67894,24681
chr19,60836309,60861533,-,Sfxn4,94281,25225
chr19,60864066,60874538,-,Prdx3,11757,10473
chr19,60889560,61095968,+,Grk5,14773,206409
chr19,60925706,60933613,-,Gm41885,105246618,7908
chr19,61053840,61140844,-,Zfp950,414758,87005
chr19,61174686,61176309,-,Gm7102,633057,1624
chr19,61217191,61228461,-,Csf2ra,12982,11271
chrX,3076920,3078823,+,Btbd35f23,100861966,1904
chrX,3441731,3443690,-,Btbd35f11,668958,1960
chrX,3700233,3702192,+,Btbd35f18,630022,1960
chrX,3750931,3752885,-,Btbd35f10,668960,1955
chrX,3835879,3836656,-,Spin2-ps1,74851,778
chrX,3955043,3957002,-,Btbd35f16,100042159,1960
chrX,4037674,4039622,+,Btbd35f3,100042168,1949
chrX,4196576,4198535,+,Btbd35f28,627264,1960
chrX,4289286,4291245,-,Btbd35f20,668963,1960
chrX,4370636,4372595,+,Btbd35f17,668964,1960
chrX,4800411,4802359,+,Btbd35f4,100042254,1949
chrX,4952135,4954077,+,Btbd35f27,100042275,1943
chrX,5466904,5469265,-,Mycs,17870,2362
chrX,5669067,5671026,+,Btbd35f7,434725,1960
chrX,6047471,6054751,+,Nudt11,58242,7281
chrX,6081218,6083420,-,AU022751,102991,2203
chrX,6168696,6173009,-,Nudt10,102954,4314
chrX,6314054,6320724,-,Bmp15,12155,6671
chrX,6399949,6637454,+,Shroom4,208431,237506
chrX,6779306,6948363,+,Dgkk,331374,169058
chrX,6979652,7041635,-,Ccnb3,209091,61984
chrX,7067515,7078609,+,Akap4,11643,11095
chrX,7153810,7319358,-,Clcn5,12728,165549
chrX,7372591,7375830,-,Usp27x,54651,3240
chrX,7558562,7574281,-,Ppp1r3f,54646,15720
chrX,7579676,7595243,+,Foxp3,20371,15568
chrX,7593809,7605420,-,Ccdc22,54638,11612
chrX,7607103,7635196,+,Cacna1f,54652,28094
chrX,7638580,7653256,+,Syp,20977,14677
chrX,7657379,7668197,+,Prickle3,54630,10819
chrX,7667941,7671390,-,Plp2,18824,3450
chrX,7673166,7681251,-,Magix,54634,8086
chrX,7697134,7710261,+,Gpkow,209416,13128
chrX,7721987,7728201,+,Wdr45,54636,6215
chrX,7728571,7731063,+,Praf2,54637,2493
chrX,7731714,7741324,-,Ccdc120,54648,9611
chrX,7762530,7775202,+,Tfe3,209446,12673
chrX,7789961,7820567,+,Gripap1,54645,30607
chrX,7823759,7838278,+,Kcnd1,16506,14520
chrX,7839613,7876626,+,Otud5,54644,37014
chrX,7878306,7883432,+,Pim2,18715,5127
chrX,7883921,7894492,+,Slc35a2,22232,10572
chrX,7894519,7899269,-,Pqbp1,54633,4751
chrX,7899336,7907652,+,Timm17b,21855,8317
chrX,7919822,7924410,+,Pcsk1n,30052,4589
chrX,7924276,7928607,-,Eras,353283,4332
chrX,7930116,7948047,-,Hdac6,15185,17932
chrX,7959260,7976663,-,Gata1,14460,17404
chrX,8004201,8018492,-,Glod5,69824,14292
chrX,8061171,8074760,-,Suv39h1,20937,13590
chrX,8081466,8090491,-,Was,22376,9026
chrX,8123301,8132858,-,Wdr13,73447,9558
chrX,8138975,8145880,-,Rbm3,19652,6906
chrX,8154470,8176181,-,Tbc1d25,209815,21712
chrX,8185329,8193512,-,Ebp,13595,8184
chrX,8193846,8206548,-,Porcn,53627,12703
chrX,8238668,8252406,-,Ftsj1,54632,13739
chrX,8271381,8280179,+,Slc38a5,209837,8799
chrX,8327424,8336235,+,Ssxb10,385312,8812
chrX,8366978,8375388,+,Ssxb9,387131,8411
chrX,8413305,8422159,+,Ssxb1,67985,8855
chrX,8454343,8461726,-,Ssxb2,387132,7384
chrX,8513543,8526726,-,Gm14459,546263,13184
chrX,8542604,8548255,-,Ssxb6,668976,5652
chrX,8583404,8591816,-,Ssxb3,278174,8413
chrX,8639607,8645722,+,Ssxb7,387284,6116
chrX,8684843,8690893,-,Ssxb8,631002,6051
chrX,8748430,8754587,+,Ssx9,382206,6158
chrX,8803691,8810109,+,Ssxb5,387586,6419
chrX,8843994,8849607,+,Gm6592,625480,5614
chrX,8871573,8875890,+,Gm5751,436188,4318
chrX,8962134,8962975,-,Fthl17b,434726,842
chrX,8975718,8976559,-,Fthl17c,434727,842
chrX,8985940,8986672,-,Fthl17d,100042782,733
chrX,9033486,9034333,+,Fthl17e,83457,848
chrX,9043551,9044410,+,Fthl17-ps1,434728,860
chrX,9063090,9063822,+,Fthl17f,434729,733
chrX,9104562,9106342,+,4930402K13Rik,75775,1781
chrX,9199973,9268085,+,Lancl3,236285,68113
chrX,9272784,9313245,+,Xk,22439,40462
chrX,9283764,9284288,+,H2al1m,76383,525
chrX,9350599,9351137,+,H2al1k,547154,539
chrX,9435252,9487766,-,Cybb,13058,52515
chrX,9571960,9572391,-,H2al1o,333452,432
chrX,9654270,9662983,-,Dynlt3,67117,8714
chrX,9747622,9998864,+,Sytl5,236643,251243
chrX,9846947,9847500,+,H2ap,67334,554
chrX,9849703,9850252,+,H2al3,385317,550
chrX,10037977,10117640,-,Srpx,51795,79664
chrX,10158216,10216795,-,Rpgr,19893,58580
chrX,10252230,10321024,+,Otc,18416,68795
chrX,10485116,10596604,+,Tspan7,21912,111489
chrX,10717365,10719702,+,Mid1ip1,68041,2338
chrX,11299257,11299757,+,H2al1a,100042922,501
chrX,11302432,11302921,+,H2al1b,100042927,490
chrX,11305655,11305972,+,H2al1c,100042929,318
chrX,11308824,11309141,+,H2al1d,100042931,318
chrX,11311934,11312427,+,H2al1e,547160,494
chrX,11315158,11315475,+,H2al1f,100042939,318
chrX,11318256,11318764,+,H2al1g,100042943,509
chrX,11321453,11321894,+,H2al1h,100042944,442
chrX,11324659,11324976,+,H2al1i,100042946,318
chrX,11327822,11328151,+,H2al1j,236663,330
chrX,12036737,12160516,-,Bcor,71458,123780
chrX,12587759,12617051,+,Atp6ap2,70495,29293
chrX,12652253,12652825,+,Gm4984,245347,573
chrX,12654879,12673936,-,1810030O07Rik,69155,19058
chrX,12675368,12762594,-,Med14,26896,87227
chrX,12936873,12938541,+,AA414768,245350,1669
chrX,13070982,13173328,+,Usp9x,22284,102347
chrX,13280496,13293988,+,Ddx3x,13205,13493
chrX,13461090,13492820,+,Nyx,236690,31731
chrX,13517080,13846783,-,Cask,12361,329704
chrX,13622650,13640859,+,Gpr34,23890,18210
chrX,13646134,13667433,+,Gpr82,319200,21300
chrX,14211148,14211657,+,H2al1n,385328,510
chrX,16522869,16523691,+,Cypt1,66742,823
chrX,16619698,16687812,+,Maoa,17161,68115
chrX,16709281,16817366,-,Maob,109731,108086
chrX,16885521,16911774,-,Ndp,17986,26254
chrX,17132049,17320049,-,Efhc2,74405,188001
chrX,17519967,17572329,-,Fundc1,72018,52363
chrX,18145870,18146694,+,Dusp21,73547,825
chrX,18160862,18279936,+,Kdm6a,22289,119075
chrX,18414167,18461419,-,Dipk2b,75905,47253
chrX,19479420,19481319,-,Tex13c3,278255,1900
chrX,20058963,20099991,+,Chst7,60322,41029
chrX,20098851,20292035,-,Slc9a7,236727,193185
chrX,20364481,20405653,+,Rp2,19889,41173
chrX,20425312,20519939,+,Jade3,382207,94628
chrX,20549766,20562089,+,Rgn,19733,12324
chrX,20615326,20617619,-,Ndufb11,104130,2294
chrX,20617357,20650889,+,Rbm10,236732,33533
chrX,20658302,20683179,+,Uba1,22201,24878
chrX,20687917,20699880,+,Cdk16,18555,11964
chrX,20703909,20720539,+,Usp11,236733,16631
chrX,20797707,20860521,+,Araf,11836,62815
chrX,20860511,20920918,-,Syn1,20964,60408
chrX,20870166,20874737,+,Timp1,21857,4572
chrX,20925454,20931555,-,Cfp,18636,6102
chrX,20933395,20950608,-,Elk1,13712,17214
chrX,20951665,20962017,-,Uxt,22294,10353
chrX,21026184,21062113,-,Zfp182,319535,35930
chrX,21068488,21077959,+,Spaca5,278203,9472
chrX,21078208,21089698,-,Zfp300,245368,11491
chrX,21118414,21122088,+,Ssxa1,385338,3675
chrX,21206580,21221691,-,4930453H23Rik,100503481,15112
chrX,21484549,21488833,+,Agtr2,11609,4285
chrX,21714900,21742358,+,Slc6a14,56774,27459
chrX,23219271,23365161,-,Klhl13,67455,145891
chrX,23692402,23806026,+,Wdr44,72404,113625
chrX,23882524,23907608,+,Gm4907,236749,25085
chrX,24474308,24499163,-,Gm5934,546272,24856
chrX,24552250,24573305,-,Gm4297,100043216,21056
chrX,24753162,24775164,-,Gm5935,546282,22003
chrX,25277487,25301455,-,Gm5169,382277,23969
chrX,25548501,25570449,-,Gm1993,100038977,21949
chrX,25622490,25643661,-,Gm2003,100038997,21172
chrX,26028198,26051041,-,Gm5168,382275,22844
chrX,26200882,26231323,-,Gm2012,100039030,30442
chrX,26287199,26310044,-,Gm2030,100039065,22846
chrX,26414963,26415310,-,Gm2036,100039078,348
chrX,26522657,26545565,-,Slx,664829,22909
chrX,26672780,26702638,-,Gm14525,100039120,29859
chrX,26912743,26935669,-,Gm6121,619991,22927
chrX,27472034,27494942,-,Gm10230,100042175,22909
chrX,27924021,27946885,-,Gm10058,100039240,22865
chrX,28270710,28293632,-,Gm4836,22526,22923
chrX,28584995,28607874,-,Gm10147,100039324,22880
chrX,28931807,28954702,-,Gm10096,100039377,22896
chrX,29976314,29999162,+,Gm10488,100042109,22849
chrX,30329740,30352646,+,Gm14632,100042144,22907
chrX,30820542,30843469,-,Gm10487,100039467,22928
chrX,31117576,31119416,+,Btbd35f29,100862067,1841
chrX,31254636,31255381,+,LOC108168466,108168466,746
chrX,31336356,31338345,+,Btbd35f26,100040458,1990
chrX,31381938,31383921,-,Btbd35f19,100040448,1984
chrX,31618191,31619833,-,Spin2e,100862118,1643
chrX,31715344,31717235,-,Btbd35f25,100862274,1892
chrX,31960926,31962873,+,Gm21637,100862314,1948
chrX,32047741,32049551,+,Btbd35f22,100862323,1811
chrX,32158701,32160371,+,Gm5923,546176,1671
chrX,32278394,32280342,+,Btbd35f2,100040482,1949
chrX,32437174,32438844,+,Gm21466,100862088,1671
chrX,32560055,32562009,+,Btbd35f1,71847,1955
chrX,32649778,32651426,+,Gm5926,546205,1649
chrX,32726137,32728057,+,Btbd35f21,100862329,1921
chrX,32894527,32896367,+,Btbd35f30,100862341,1841
chrX,32973897,32975846,+,Btbd35f5,100040533,1950
chrX,33313338,33315288,+,Btbd35f12,100040606,1951
chrX,33398517,33400130,+,Gm2854,100040585,1614
chrX,33476982,33478575,-,LOC100862179,100862179,1594
chrX,33575387,33577346,-,Btbd35f15,100040698,1960
chrX,33657140,33659082,+,Btbd35f13,100040722,1943
chrX,33700649,33702349,-,Btbd35f14,100040732,1701
chrX,33777828,33778538,-,Gm46683,108168467,711
chrX,33954645,33956624,-,Btbd35f6,100040781,1980
chrX,34159642,34161597,-,Btbd35f9,100862369,1956
chrX,34237100,34238592,-,LOC108168468,108168468,1493
chrX,34450436,34452419,+,Btbd35f8,100862389,1984
chrX,35067384,35090316,+,Gm10486,100039550,22933
chrX,35404215,35427094,+,Gm14819,100039585,22880
chrX,35887271,36076570,+,Dock11,75974,189300
chrX,36112108,36171262,+,Il13ra1,16164,59155
chrX,36195904,36199164,+,Zcchc12,72693,3261
chrX,36328358,36366857,+,Lonrf3,74365,38500
chrX,36422381,36513829,-,Gm14569,101055983,91449
chrX,36598193,36606079,+,Pgrmc1,53328,7887
chrX,36608173,36645465,-,Akap17b,338351,37293
chrX,36743570,36777307,+,Slc25a43,194744,33738
chrX,36795597,36798808,+,Slc25a5,11740,3212
chrX,36827161,36864303,-,C330007P06Rik,77644,37143
chrX,36874295,36884222,+,Ube2a,22209,9928
chrX,36886440,36903990,-,Nkrf,77286,17551
chrX,36911272,36990036,-,Sept6,56526,78765
chrX,37048845,37050418,+,Sowahd,245381,1574
chrX,37082518,37085222,-,Rpl39,67248,2705
chrX,37091678,37110471,-,Upf3b,68134,18794
chrX,37126763,37150746,+,Nkap,67050,23984
chrX,37150698,37168842,-,Akap14,434756,18145
chrX,37187588,37191238,-,Ndufa1,54405,3651
chrX,37191222,37192467,+,Rnf113a1,69942,1246
chrX,37208502,37211041,-,Gm9,194854,2540
chrX,37213804,37222258,-,Rhox1,385343,8455
chrX,37244992,37249690,+,Rhox2a,75199,4699
chrX,37249919,37258978,+,Rhox3a,382209,9060
chrX,37265067,37270136,+,Rhox4a,664609,5070
